,Indicador,Data,Reuniao,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
57253,Selic,2005-09-12,R5/2006,16.23,16.13,0.63,14.5,17.75,,0
57254,Selic,2005-09-12,R4/2006,16.35,16.5,0.56,15.0,17.5,,0
57255,Selic,2005-09-12,R3/2006,16.67,16.5,0.49,15.75,17.5,,0
57256,Selic,2005-09-12,R2/2006,16.93,17.0,0.48,16.0,17.75,,0
57257,Selic,2005-09-12,R1/2006,17.6,17.5,0.41,16.75,18.75,,0
57258,Selic,2005-09-09,R7/2006,16.0,16.0,0.62,15.0,17.75,,0
57259,Selic,2005-09-09,R6/2006,16.12,16.0,0.6,15.0,17.75,,0
57260,Selic,2005-09-09,R5/2006,16.27,16.13,0.57,15.0,17.75,,0
57261,Selic,2005-09-09,R4/2006,16.38,16.5,0.53,15.0,17.5,,0
57262,Selic,2005-09-09,R3/2006,16.68,16.75,0.48,15.75,17.5,,0
57263,Selic,2005-09-09,R2/2006,16.95,17.0,0.47,16.0,17.75,,0
57264,Selic,2005-09-09,R1/2006,17.61,17.5,0.42,16.75,18.75,,0
57265,Selic,2005-09-08,R7/2006,16.02,16.0,0.64,15.0,17.75,,0
57266,Selic,2005-09-08,R6/2006,16.13,16.0,0.62,15.0,17.75,,0
57267,Selic,2005-09-08,R5/2006,16.28,16.13,0.58,15.0,17.75,,0
57268,Selic,2005-09-08,R4/2006,16.39,16.5,0.54,15.0,17.5,,0
57269,Selic,2005-09-08,R3/2006,16.69,16.75,0.49,15.75,17.5,,0
57270,Selic,2005-09-08,R2/2006,16.96,17.0,0.48,16.0,17.75,,0
57271,Selic,2005-09-08,R1/2006,17.61,17.5,0.42,16.75,18.75,,0
57272,Selic,2005-09-06,R7/2006,16.09,16.0,0.64,15.0,17.75,,0
57273,Selic,2005-09-06,R6/2006,16.13,16.0,0.64,15.0,17.75,,0
57274,Selic,2005-09-06,R5/2006,16.28,16.13,0.59,15.0,17.75,,0
57275,Selic,2005-09-06,R4/2006,16.39,16.5,0.55,15.0,17.5,,0
57276,Selic,2005-09-06,R3/2006,16.7,16.75,0.49,15.75,17.5,,0
57277,Selic,2005-09-06,R2/2006,16.97,17.0,0.48,16.0,17.75,,0
57278,Selic,2005-09-06,R1/2006,17.62,17.5,0.42,16.75,18.75,,0
57279,Selic,2005-09-05,R7/2006,16.08,16.0,0.64,15.0,17.75,,0
57280,Selic,2005-09-05,R6/2006,16.09,16.0,0.65,15.0,17.75,,0
57281,Selic,2005-09-05,R5/2006,16.25,16.13,0.61,15.0,17.75,,0
57282,Selic,2005-09-05,R4/2006,16.37,16.5,0.58,15.0,17.5,,0
57283,Selic,2005-09-05,R3/2006,16.7,16.5,0.51,15.75,17.5,,0
57284,Selic,2005-09-05,R2/2006,16.96,17.0,0.49,16.0,17.75,,0
57285,Selic,2005-09-05,R1/2006,17.6,17.5,0.4,16.75,18.75,,0
57286,Selic,2005-09-02,R7/2006,16.07,16.0,0.66,15.0,17.75,,0
57287,Selic,2005-09-02,R6/2006,16.08,16.0,0.64,15.0,17.75,,0
57288,Selic,2005-09-02,R5/2006,16.25,16.13,0.6,15.0,17.75,,0
57289,Selic,2005-09-02,R4/2006,16.36,16.5,0.57,15.0,17.5,,0
57290,Selic,2005-09-02,R3/2006,16.68,16.5,0.51,15.75,17.5,,0
57291,Selic,2005-09-02,R2/2006,16.95,17.0,0.49,16.0,17.75,,0
57292,Selic,2005-09-02,R1/2006,17.59,17.5,0.4,16.75,18.75,,0
57293,Selic,2005-09-01,R7/2006,16.09,16.0,0.64,15.0,17.75,,0
57294,Selic,2005-09-01,R6/2006,16.12,16.0,0.68,15.0,17.75,,0
57295,Selic,2005-09-01,R5/2006,16.27,16.25,0.65,15.0,17.75,,0
57296,Selic,2005-09-01,R4/2006,16.38,16.5,0.62,15.0,17.75,,0
57297,Selic,2005-09-01,R3/2006,16.68,16.5,0.52,15.75,17.5,,0
57298,Selic,2005-09-01,R2/2006,16.94,17.0,0.5,16.0,17.75,,0
57299,Selic,2005-09-01,R1/2006,17.57,17.5,0.4,16.75,18.75,,0
57300,Selic,2005-08-31,R7/2006,16.03,16.0,0.64,15.0,17.75,,0
57301,Selic,2005-08-31,R6/2006,16.08,16.0,0.66,15.0,17.75,,0
57302,Selic,2005-08-31,R5/2006,16.23,16.0,0.64,15.0,17.75,,0
57303,Selic,2005-08-31,R4/2006,16.34,16.5,0.62,15.0,17.75,,0
57304,Selic,2005-08-31,R3/2006,16.64,16.5,0.52,15.75,17.5,,0
57305,Selic,2005-08-31,R2/2006,16.92,17.0,0.49,16.0,17.75,,0
57306,Selic,2005-08-31,R1/2006,17.56,17.5,0.37,16.75,18.5,,0
57307,Selic,2005-08-30,R7/2006,16.09,16.0,0.69,15.0,17.75,,0
57308,Selic,2005-08-30,R6/2006,16.1,16.0,0.67,15.0,17.75,,0
57309,Selic,2005-08-30,R5/2006,16.25,16.25,0.64,15.0,17.75,,0
57310,Selic,2005-08-30,R4/2006,16.35,16.5,0.63,15.0,17.75,,0
57311,Selic,2005-08-30,R3/2006,16.65,16.5,0.54,15.75,17.5,,0
57312,Selic,2005-08-30,R2/2006,16.92,17.0,0.51,16.0,17.75,,0
57313,Selic,2005-08-30,R1/2006,17.55,17.5,0.38,16.5,18.5,,0
57314,Selic,2005-08-29,R7/2006,16.09,16.0,0.69,15.0,17.75,,0
57315,Selic,2005-08-29,R6/2006,16.1,16.0,0.67,15.0,17.75,,0
57316,Selic,2005-08-29,R5/2006,16.25,16.25,0.64,15.0,17.75,,0
57317,Selic,2005-08-29,R4/2006,16.35,16.5,0.63,15.0,17.75,,0
57318,Selic,2005-08-29,R3/2006,16.65,16.5,0.54,15.75,17.5,,0
57319,Selic,2005-08-29,R2/2006,16.92,17.0,0.51,16.0,17.75,,0
57320,Selic,2005-08-29,R1/2006,17.55,17.5,0.38,16.5,18.5,,0
57321,Selic,2005-08-26,R7/2006,16.12,16.0,0.71,15.0,17.75,,0
57322,Selic,2005-08-26,R6/2006,16.08,16.0,0.67,15.0,17.75,,0
57323,Selic,2005-08-26,R5/2006,16.24,16.13,0.65,15.0,17.75,,0
57324,Selic,2005-08-26,R4/2006,16.34,16.5,0.63,15.0,17.75,,0
57325,Selic,2005-08-26,R3/2006,16.64,16.5,0.54,15.75,17.5,,0
57326,Selic,2005-08-26,R2/2006,16.91,17.0,0.51,16.0,17.75,,0
57327,Selic,2005-08-26,R1/2006,17.54,17.5,0.39,16.5,18.5,,0
57328,Selic,2005-08-25,R7/2006,16.11,16.0,0.73,15.0,17.75,,0
57329,Selic,2005-08-25,R6/2006,16.08,16.0,0.67,15.0,17.75,,0
57330,Selic,2005-08-25,R5/2006,16.24,16.13,0.65,15.0,17.75,,0
57331,Selic,2005-08-25,R4/2006,16.34,16.5,0.63,15.0,17.75,,0
57332,Selic,2005-08-25,R3/2006,16.64,16.5,0.54,15.75,17.5,,0
57333,Selic,2005-08-25,R2/2006,16.91,17.0,0.51,16.0,17.75,,0
57334,Selic,2005-08-25,R1/2006,17.54,17.5,0.39,16.5,18.5,,0
57335,Selic,2005-08-24,R7/2006,16.07,16.0,0.72,15.0,17.75,,0
57336,Selic,2005-08-24,R6/2006,16.09,16.0,0.69,15.0,17.75,,0
57337,Selic,2005-08-24,R5/2006,16.25,16.13,0.66,15.0,17.75,,0
57338,Selic,2005-08-24,R4/2006,16.34,16.5,0.65,15.0,17.75,,0
57339,Selic,2005-08-24,R3/2006,16.65,16.5,0.56,15.75,18.0,,0
57340,Selic,2005-08-24,R2/2006,16.92,17.0,0.52,16.0,18.0,,0
57341,Selic,2005-08-24,R1/2006,17.55,17.5,0.4,16.5,18.5,,0
57342,Selic,2005-08-23,R7/2006,16.12,16.0,0.73,15.0,17.75,,0
57343,Selic,2005-08-23,R6/2006,16.09,16.0,0.69,15.0,17.75,,0
57344,Selic,2005-08-23,R5/2006,16.25,16.13,0.66,15.0,17.75,,0
57345,Selic,2005-08-23,R4/2006,16.35,16.5,0.64,15.0,17.75,,0
57346,Selic,2005-08-23,R3/2006,16.65,16.5,0.56,15.75,18.0,,0
57347,Selic,2005-08-23,R2/2006,16.91,17.0,0.53,16.0,18.0,,0
57348,Selic,2005-08-23,R1/2006,17.54,17.5,0.4,16.5,18.5,,0
57349,Selic,2005-08-22,R7/2006,16.1,16.0,0.72,15.0,17.75,,0
57350,Selic,2005-08-22,R6/2006,16.09,16.0,0.69,15.0,17.75,,0
57351,Selic,2005-08-22,R5/2006,16.26,16.13,0.65,15.0,17.75,,0
57352,Selic,2005-08-22,R4/2006,16.36,16.5,0.63,15.0,17.75,,0
57353,Selic,2005-08-22,R3/2006,16.65,16.5,0.56,15.75,18.0,,0
57354,Selic,2005-08-22,R2/2006,16.91,17.0,0.53,16.0,18.0,,0
57355,Selic,2005-08-22,R1/2006,17.52,17.5,0.42,16.5,18.5,,0
57356,Selic,2005-08-19,R7/2006,16.1,16.0,0.77,15.0,17.75,,0
57357,Selic,2005-08-19,R6/2006,16.07,16.0,0.68,15.0,17.75,,0
57358,Selic,2005-08-19,R5/2006,16.24,16.0,0.64,15.0,17.75,,0
57359,Selic,2005-08-19,R4/2006,16.34,16.5,0.62,15.0,17.75,,0
57360,Selic,2005-08-19,R3/2006,16.64,16.5,0.56,15.75,18.0,,0
57361,Selic,2005-08-19,R2/2006,16.9,17.0,0.53,16.0,18.0,,0
57362,Selic,2005-08-19,R1/2006,17.52,17.5,0.42,16.5,18.5,,0
57363,Selic,2005-08-18,R7/2006,16.25,16.0,0.78,15.5,17.75,,0
57364,Selic,2005-08-18,R6/2006,16.09,16.0,0.66,15.0,17.75,,0
57365,Selic,2005-08-18,R5/2006,16.25,16.0,0.61,15.0,17.75,,0
57366,Selic,2005-08-18,R4/2006,16.35,16.5,0.6,15.0,17.75,,0
57367,Selic,2005-08-18,R3/2006,16.64,16.5,0.55,15.75,18.0,,0
57368,Selic,2005-08-18,R2/2006,16.9,17.0,0.51,16.0,18.0,,0
57369,Selic,2005-08-18,R1/2006,17.52,17.5,0.41,16.5,18.5,,0
57370,Selic,2005-08-17,R6/2006,16.1,16.0,0.65,15.0,17.75,,0
57371,Selic,2005-08-17,R5/2006,16.27,16.0,0.6,15.0,17.75,,0
57372,Selic,2005-08-17,R4/2006,16.37,16.5,0.58,15.0,17.75,,0
57373,Selic,2005-08-17,R3/2006,16.65,16.5,0.55,15.75,18.0,,0
57374,Selic,2005-08-17,R2/2006,16.91,17.0,0.52,16.0,18.0,,0
57375,Selic,2005-08-17,R1/2006,17.51,17.5,0.42,16.5,18.5,,0
57376,Selic,2005-08-16,R6/2006,16.11,16.0,0.65,15.0,17.75,,0
57377,Selic,2005-08-16,R5/2006,16.27,16.0,0.6,15.0,17.75,,0
57378,Selic,2005-08-16,R4/2006,16.36,16.5,0.59,15.0,17.75,,0
57379,Selic,2005-08-16,R3/2006,16.66,16.5,0.55,15.75,18.0,,0
57380,Selic,2005-08-16,R2/2006,16.92,17.0,0.52,16.0,18.0,,0
57381,Selic,2005-08-16,R1/2006,17.52,17.5,0.42,16.5,18.5,,0
57382,Selic,2005-08-15,R6/2006,16.11,16.0,0.65,15.0,17.75,,0
57383,Selic,2005-08-15,R5/2006,16.27,16.0,0.6,15.0,17.75,,0
57384,Selic,2005-08-15,R4/2006,16.36,16.5,0.59,15.0,17.75,,0
57385,Selic,2005-08-15,R3/2006,16.66,16.5,0.55,15.75,18.0,,0
57386,Selic,2005-08-15,R2/2006,16.92,17.0,0.52,16.0,18.0,,0
57387,Selic,2005-08-15,R1/2006,17.52,17.5,0.42,16.5,18.5,,0
57388,Selic,2005-08-12,R6/2006,16.11,16.0,0.65,15.0,17.75,,0
57389,Selic,2005-08-12,R5/2006,16.27,16.0,0.6,15.0,17.75,,0
57390,Selic,2005-08-12,R4/2006,16.36,16.5,0.59,15.0,17.75,,0
57391,Selic,2005-08-12,R3/2006,16.65,16.5,0.56,15.5,18.0,,0
57392,Selic,2005-08-12,R2/2006,16.91,17.0,0.53,15.75,18.0,,0
57393,Selic,2005-08-12,R1/2006,17.51,17.5,0.43,16.25,18.5,,0
57394,Selic,2005-08-11,R6/2006,16.11,16.0,0.65,15.0,17.75,,0
57395,Selic,2005-08-11,R5/2006,16.27,16.0,0.6,15.0,17.75,,0
57396,Selic,2005-08-11,R4/2006,16.36,16.5,0.59,15.0,17.75,,0
57397,Selic,2005-08-11,R3/2006,16.66,16.5,0.57,15.5,18.0,,0
57398,Selic,2005-08-11,R2/2006,16.92,17.0,0.54,15.75,18.0,,0
57399,Selic,2005-08-11,R1/2006,17.51,17.5,0.43,16.25,18.5,,0
57400,Selic,2005-08-10,R6/2006,16.13,16.0,0.65,15.0,17.75,,0
57401,Selic,2005-08-10,R5/2006,16.3,16.25,0.62,15.0,17.75,,0
57402,Selic,2005-08-10,R4/2006,16.39,16.5,0.6,15.0,17.75,,0
57403,Selic,2005-08-10,R3/2006,16.68,16.63,0.57,15.5,18.0,,0
57404,Selic,2005-08-10,R2/2006,16.93,17.0,0.54,15.75,18.0,,0
57405,Selic,2005-08-10,R1/2006,17.51,17.5,0.43,16.25,18.5,,0
57406,Selic,2005-08-09,R6/2006,16.15,16.0,0.63,15.25,17.75,,0
57407,Selic,2005-08-09,R5/2006,16.32,16.25,0.59,15.5,17.75,,0
57408,Selic,2005-08-09,R4/2006,16.42,16.5,0.56,15.5,17.75,,0
57409,Selic,2005-08-09,R3/2006,16.69,16.75,0.57,15.5,18.0,,0
57410,Selic,2005-08-09,R2/2006,16.94,17.0,0.54,15.75,18.0,,0
57411,Selic,2005-08-09,R1/2006,17.51,17.5,0.44,16.25,18.5,,0
57412,Selic,2005-08-08,R6/2006,16.15,16.0,0.63,15.25,17.75,,0
57413,Selic,2005-08-08,R5/2006,16.31,16.25,0.6,15.5,17.75,,0
57414,Selic,2005-08-08,R4/2006,16.41,16.5,0.58,15.5,17.75,,0
57415,Selic,2005-08-08,R3/2006,16.69,16.75,0.57,15.5,18.0,,0
57416,Selic,2005-08-08,R2/2006,16.94,17.0,0.55,15.75,18.0,,0
57417,Selic,2005-08-08,R1/2006,17.51,17.5,0.45,16.25,18.5,,0
57418,Selic,2005-08-05,R6/2006,16.17,16.0,0.64,15.25,17.75,,0
57419,Selic,2005-08-05,R5/2006,16.32,16.13,0.61,15.5,17.75,,0
57420,Selic,2005-08-05,R4/2006,16.41,16.5,0.59,15.5,17.75,,0
57421,Selic,2005-08-05,R3/2006,16.68,16.75,0.59,15.5,18.0,,0
57422,Selic,2005-08-05,R2/2006,16.94,17.0,0.56,15.75,18.0,,0
57423,Selic,2005-08-05,R1/2006,17.51,17.5,0.45,16.25,18.5,,0
57424,Selic,2005-08-04,R6/2006,16.18,16.0,0.64,15.25,17.75,,0
57425,Selic,2005-08-04,R5/2006,16.32,16.25,0.61,15.5,17.75,,0
57426,Selic,2005-08-04,R4/2006,16.42,16.5,0.59,15.5,17.75,,0
57427,Selic,2005-08-04,R3/2006,16.7,16.75,0.59,15.5,18.0,,0
57428,Selic,2005-08-04,R2/2006,16.95,17.0,0.57,15.75,18.0,,0
57429,Selic,2005-08-04,R1/2006,17.52,17.5,0.47,16.25,18.5,,0
57430,Selic,2005-08-03,R6/2006,16.18,16.0,0.64,15.25,17.75,,0
57431,Selic,2005-08-03,R5/2006,16.32,16.13,0.61,15.5,17.75,,0
57432,Selic,2005-08-03,R4/2006,16.41,16.5,0.59,15.5,17.75,,0
57433,Selic,2005-08-03,R3/2006,16.69,16.75,0.59,15.5,18.0,,0
57434,Selic,2005-08-03,R2/2006,16.94,17.0,0.57,15.75,18.0,,0
57435,Selic,2005-08-03,R1/2006,17.51,17.5,0.47,16.25,18.5,,0
57436,Selic,2005-08-02,R6/2006,16.18,16.0,0.64,15.25,17.75,,0
57437,Selic,2005-08-02,R5/2006,16.32,16.13,0.61,15.5,17.75,,0
57438,Selic,2005-08-02,R4/2006,16.41,16.5,0.59,15.5,17.75,,0
57439,Selic,2005-08-02,R3/2006,16.69,16.75,0.59,15.5,18.0,,0
57440,Selic,2005-08-02,R2/2006,16.94,17.0,0.57,15.75,18.0,,0
57441,Selic,2005-08-02,R1/2006,17.51,17.5,0.47,16.25,18.5,,0
57442,Selic,2005-08-01,R6/2006,16.2,16.0,0.66,15.25,17.75,,0
57443,Selic,2005-08-01,R5/2006,16.34,16.13,0.63,15.5,17.75,,0
57444,Selic,2005-08-01,R4/2006,16.43,16.5,0.62,15.5,18.0,,0
57445,Selic,2005-08-01,R3/2006,16.71,16.75,0.61,15.5,18.0,,0
57446,Selic,2005-08-01,R2/2006,16.94,17.0,0.56,15.75,18.0,,0
57447,Selic,2005-08-01,R1/2006,17.51,17.5,0.47,16.25,18.5,,0
57448,Selic,2005-07-29,R6/2006,16.22,16.0,0.65,15.25,17.75,,0
57449,Selic,2005-07-29,R5/2006,16.34,16.25,0.62,15.5,17.75,,0
57450,Selic,2005-07-29,R4/2006,16.43,16.5,0.62,15.5,18.0,,0
57451,Selic,2005-07-29,R3/2006,16.71,16.75,0.6,15.5,18.0,,0
57452,Selic,2005-07-29,R2/2006,16.93,17.0,0.56,15.75,18.0,,0
57453,Selic,2005-07-29,R1/2006,17.51,17.5,0.46,16.25,18.5,,0
57454,Selic,2005-07-28,R6/2006,16.22,16.0,0.66,15.25,17.75,,0
57455,Selic,2005-07-28,R5/2006,16.37,16.25,0.63,15.5,17.75,,0
57456,Selic,2005-07-28,R4/2006,16.45,16.5,0.62,15.5,18.0,,0
57457,Selic,2005-07-28,R3/2006,16.73,16.75,0.59,15.5,18.0,,0
57458,Selic,2005-07-28,R2/2006,16.96,17.0,0.56,15.75,18.0,,0
57459,Selic,2005-07-28,R1/2006,17.52,17.5,0.47,16.25,18.5,,0
57460,Selic,2005-07-27,R6/2006,16.19,16.0,0.67,15.0,17.75,,0
57461,Selic,2005-07-27,R5/2006,16.34,16.25,0.65,15.0,17.75,,0
57462,Selic,2005-07-27,R4/2006,16.43,16.5,0.64,15.0,18.0,,0
57463,Selic,2005-07-27,R3/2006,16.71,16.75,0.6,15.5,18.0,,0
57464,Selic,2005-07-27,R2/2006,16.94,17.0,0.56,15.75,18.0,,0
57465,Selic,2005-07-27,R1/2006,17.52,17.5,0.47,16.25,18.5,,0
57466,Selic,2005-07-26,R6/2006,16.19,16.0,0.67,15.0,17.75,,0
57467,Selic,2005-07-26,R5/2006,16.34,16.25,0.65,15.0,17.75,,0
57468,Selic,2005-07-26,R4/2006,16.43,16.5,0.64,15.0,18.0,,0
57469,Selic,2005-07-26,R3/2006,16.71,16.75,0.6,15.5,18.0,,0
57470,Selic,2005-07-26,R2/2006,16.94,17.0,0.56,15.75,18.0,,0
57471,Selic,2005-07-26,R1/2006,17.52,17.5,0.47,16.25,18.5,,0
57472,Selic,2005-07-25,R6/2006,16.19,16.0,0.67,15.0,17.75,,0
57473,Selic,2005-07-25,R5/2006,16.34,16.25,0.65,15.0,17.75,,0
57474,Selic,2005-07-25,R4/2006,16.43,16.5,0.64,15.0,18.0,,0
57475,Selic,2005-07-25,R3/2006,16.71,16.75,0.6,15.5,18.0,,0
57476,Selic,2005-07-25,R2/2006,16.94,17.0,0.56,15.75,18.0,,0
57477,Selic,2005-07-25,R1/2006,17.51,17.5,0.47,16.25,18.5,,0
57478,Selic,2005-07-22,R6/2006,16.19,16.0,0.67,15.0,17.75,,0
57479,Selic,2005-07-22,R5/2006,16.34,16.25,0.65,15.0,17.75,,0
57480,Selic,2005-07-22,R4/2006,16.43,16.5,0.64,15.0,18.0,,0
57481,Selic,2005-07-22,R3/2006,16.71,16.75,0.6,15.5,18.0,,0
57482,Selic,2005-07-22,R2/2006,16.94,17.0,0.56,15.75,18.0,,0
57483,Selic,2005-07-22,R1/2006,17.51,17.5,0.47,16.25,18.5,,0
57484,Selic,2005-07-21,R6/2006,16.16,16.0,0.61,15.0,17.75,,0
57485,Selic,2005-07-21,R5/2006,16.31,16.25,0.59,15.0,17.75,,0
57486,Selic,2005-07-21,R4/2006,16.39,16.5,0.59,15.0,18.0,,0
57487,Selic,2005-07-21,R3/2006,16.71,16.63,0.58,15.5,18.0,,0
57488,Selic,2005-07-21,R2/2006,16.95,17.0,0.55,15.75,18.0,,0
57489,Selic,2005-07-21,R1/2006,17.53,17.5,0.46,16.25,18.5,,0
57490,Selic,2005-07-20,R6/2006,16.16,16.0,0.62,15.0,17.75,,0
57491,Selic,2005-07-20,R5/2006,16.32,16.25,0.59,15.0,17.75,,0
57492,Selic,2005-07-20,R4/2006,16.4,16.5,0.59,15.0,18.0,,0
57493,Selic,2005-07-20,R3/2006,16.71,16.63,0.59,15.5,18.0,,0
57494,Selic,2005-07-20,R2/2006,16.96,17.0,0.57,15.75,18.0,,0
57495,Selic,2005-07-20,R1/2006,17.55,17.5,0.48,16.25,18.5,,0
57496,Selic,2005-07-19,R6/2006,16.16,16.0,0.62,15.0,17.75,,0
57497,Selic,2005-07-19,R5/2006,16.32,16.25,0.59,15.0,17.75,,0
57498,Selic,2005-07-19,R4/2006,16.4,16.5,0.59,15.0,18.0,,0
57499,Selic,2005-07-19,R3/2006,16.71,16.63,0.59,15.5,18.0,,0
57500,Selic,2005-07-19,R2/2006,16.96,17.0,0.57,15.75,18.0,,0
57501,Selic,2005-07-19,R1/2006,17.55,17.5,0.48,16.25,18.5,,0
57502,Selic,2005-07-18,R6/2006,16.16,16.0,0.62,15.0,17.75,,0
57503,Selic,2005-07-18,R5/2006,16.32,16.25,0.59,15.0,17.75,,0
57504,Selic,2005-07-18,R4/2006,16.4,16.5,0.59,15.0,18.0,,0
57505,Selic,2005-07-18,R3/2006,16.71,16.63,0.59,15.5,18.0,,0
57506,Selic,2005-07-18,R2/2006,16.96,17.0,0.57,15.75,18.0,,0
57507,Selic,2005-07-18,R1/2006,17.55,17.5,0.48,16.25,18.5,,0
57508,Selic,2005-07-15,R6/2006,16.16,16.0,0.62,15.0,17.75,,0
57509,Selic,2005-07-15,R5/2006,16.31,16.25,0.59,15.0,17.75,,0
57510,Selic,2005-07-15,R4/2006,16.4,16.5,0.59,15.0,18.0,,0
57511,Selic,2005-07-15,R3/2006,16.71,16.63,0.59,15.5,18.0,,0
57512,Selic,2005-07-15,R2/2006,16.97,17.0,0.57,15.75,18.0,,0
57513,Selic,2005-07-15,R1/2006,17.56,17.5,0.48,16.25,18.5,,0
57514,Selic,2005-07-14,R6/2006,16.18,16.0,0.62,15.0,17.75,,0
57515,Selic,2005-07-14,R5/2006,16.33,16.25,0.58,15.0,17.75,,0
57516,Selic,2005-07-14,R4/2006,16.39,16.5,0.61,15.0,18.0,,0
57517,Selic,2005-07-14,R3/2006,16.7,16.63,0.61,15.5,18.0,,0
57518,Selic,2005-07-14,R2/2006,16.96,17.0,0.57,15.75,18.0,,0
57519,Selic,2005-07-14,R1/2006,17.57,17.5,0.48,16.25,18.5,,0
57520,Selic,2005-07-13,R6/2006,16.18,16.0,0.62,15.0,17.75,,0
57521,Selic,2005-07-13,R5/2006,16.33,16.25,0.58,15.0,17.75,,0
57522,Selic,2005-07-13,R4/2006,16.39,16.5,0.61,15.0,18.0,,0
57523,Selic,2005-07-13,R3/2006,16.7,16.63,0.61,15.5,18.0,,0
57524,Selic,2005-07-13,R2/2006,16.96,17.0,0.57,15.75,18.0,,0
57525,Selic,2005-07-13,R1/2006,17.57,17.5,0.48,16.25,18.5,,0
57526,Selic,2005-07-12,R6/2006,16.18,16.0,0.62,15.0,17.75,,0
57527,Selic,2005-07-12,R5/2006,16.33,16.25,0.58,15.0,17.75,,0
57528,Selic,2005-07-12,R4/2006,16.4,16.5,0.6,15.0,18.0,,0
57529,Selic,2005-07-12,R3/2006,16.7,16.63,0.61,15.5,18.0,,0
57530,Selic,2005-07-12,R2/2006,16.97,17.0,0.56,15.75,18.0,,0
57531,Selic,2005-07-12,R1/2006,17.58,17.5,0.46,16.25,18.5,,0
57532,Selic,2005-07-11,R6/2006,16.21,16.25,0.62,15.0,17.75,,0
57533,Selic,2005-07-11,R5/2006,16.36,16.38,0.58,15.0,17.75,,0
57534,Selic,2005-07-11,R4/2006,16.42,16.5,0.61,15.0,18.0,,0
57535,Selic,2005-07-11,R3/2006,16.72,16.75,0.61,15.5,18.0,,0
57536,Selic,2005-07-11,R2/2006,17.0,17.0,0.56,15.75,18.0,,0
57537,Selic,2005-07-11,R1/2006,17.6,17.5,0.47,16.25,18.5,,0
57538,Selic,2005-07-08,R6/2006,16.21,16.25,0.62,15.0,17.75,,0
57539,Selic,2005-07-08,R5/2006,16.34,16.25,0.57,15.0,17.75,,0
57540,Selic,2005-07-08,R4/2006,16.4,16.5,0.6,15.0,18.0,,0
57541,Selic,2005-07-08,R3/2006,16.71,16.63,0.61,15.5,18.0,,0
57542,Selic,2005-07-08,R2/2006,16.99,17.0,0.56,15.75,18.0,,0
57543,Selic,2005-07-08,R1/2006,17.6,17.5,0.47,16.25,18.5,,0
57544,Selic,2005-07-07,R6/2006,16.11,16.25,0.66,14.25,17.75,,0
57545,Selic,2005-07-07,R5/2006,16.28,16.25,0.6,14.5,17.75,,0
57546,Selic,2005-07-07,R4/2006,16.35,16.5,0.62,14.75,17.75,,0
57547,Selic,2005-07-07,R3/2006,16.69,16.5,0.62,15.5,18.0,,0
57548,Selic,2005-07-07,R2/2006,16.99,17.0,0.58,15.75,18.25,,0
57549,Selic,2005-07-07,R1/2006,17.63,17.5,0.47,16.25,18.5,,0
57550,Selic,2005-07-06,R6/2006,16.11,16.25,0.66,14.25,17.75,,0
57551,Selic,2005-07-06,R5/2006,16.28,16.25,0.61,14.5,17.75,,0
57552,Selic,2005-07-06,R4/2006,16.37,16.5,0.64,14.75,17.75,,0
57553,Selic,2005-07-06,R3/2006,16.72,16.5,0.64,15.5,18.0,,0
57554,Selic,2005-07-06,R2/2006,17.01,17.0,0.59,15.75,18.25,,0
57555,Selic,2005-07-06,R1/2006,17.65,17.5,0.49,16.25,18.75,,0
57556,Selic,2005-07-05,R6/2006,16.11,16.25,0.67,14.25,17.75,,0
57557,Selic,2005-07-05,R5/2006,16.28,16.25,0.61,14.5,17.75,,0
57558,Selic,2005-07-05,R4/2006,16.37,16.5,0.64,14.75,17.75,,0
57559,Selic,2005-07-05,R3/2006,16.72,16.5,0.63,15.5,18.0,,0
57560,Selic,2005-07-05,R2/2006,17.0,17.0,0.58,15.75,18.25,,0
57561,Selic,2005-07-05,R1/2006,17.65,17.5,0.49,16.25,18.75,,0
57562,Selic,2005-07-04,R6/2006,16.12,16.25,0.68,14.25,17.75,,0
57563,Selic,2005-07-04,R5/2006,16.28,16.25,0.62,14.5,17.75,,0
57564,Selic,2005-07-04,R4/2006,16.38,16.5,0.65,14.75,17.75,,0
57565,Selic,2005-07-04,R3/2006,16.72,16.5,0.63,15.5,18.0,,0
57566,Selic,2005-07-04,R2/2006,17.0,17.0,0.58,15.75,18.25,,0
57567,Selic,2005-07-04,R1/2006,17.64,17.5,0.49,16.25,18.75,,0
57568,Selic,2005-07-01,R6/2006,16.16,16.25,0.73,14.25,17.75,,0
57569,Selic,2005-07-01,R5/2006,16.33,16.25,0.7,14.5,17.75,,0
57570,Selic,2005-07-01,R4/2006,16.42,16.5,0.73,14.75,18.0,,0
57571,Selic,2005-07-01,R3/2006,16.78,16.75,0.7,15.5,18.5,,0
57572,Selic,2005-07-01,R2/2006,17.06,17.0,0.65,15.75,18.75,,0
57573,Selic,2005-07-01,R1/2006,17.69,17.5,0.55,16.25,19.25,,0
57574,Selic,2005-06-30,R6/2006,16.18,16.25,0.73,14.25,17.75,,0
57575,Selic,2005-06-30,R5/2006,16.33,16.25,0.7,14.5,17.75,,0
57576,Selic,2005-06-30,R4/2006,16.42,16.5,0.73,14.75,18.0,,0
