Data,IPCA
2010-05-11,4.8149999999999995
2010-05-12,4.82
2010-05-13,4.805
2010-05-14,4.81
2010-05-17,4.8
2010-05-18,4.82
2010-05-19,4.84
2010-05-20,4.835
2010-05-21,4.824999999999999
2010-05-24,4.8149999999999995
2010-05-25,4.8149999999999995
2010-05-26,4.8100000000000005
2010-05-27,4.8100000000000005
2010-05-28,4.8
2010-05-31,4.805
2010-06-01,4.8149999999999995
2010-06-02,4.82
2010-06-04,4.785
2010-06-07,4.805
2010-06-08,4.8
2010-06-09,4.72
2010-06-10,4.72
2010-06-11,4.76
2010-06-14,4.76
2010-06-15,4.79
2010-06-16,4.74
2010-06-17,4.785
2010-06-18,4.8100000000000005
2010-06-21,4.74
2010-06-22,4.74
2010-06-23,4.745
2010-06-24,4.75
2010-06-25,4.76
2010-06-28,4.765000000000001
2010-06-29,4.77
2010-06-30,4.775
2010-07-01,4.775
2010-07-02,4.775
2010-07-05,4.785
2010-07-06,4.79
2010-07-07,4.895
2010-07-08,4.895
2010-07-09,4.9
2010-07-12,4.9
2010-07-13,4.95
2010-07-14,4.955
2010-07-15,4.97
2010-07-16,4.92
2010-07-19,4.87
2010-07-20,4.859999999999999
2010-07-21,4.865
2010-07-22,4.865
2010-07-23,4.875
2010-07-26,4.895
2010-07-27,4.895
2010-07-28,4.9
2010-07-29,4.905
2010-07-30,4.885
2010-08-02,4.93
2010-08-03,4.93
2010-08-04,4.915
2010-08-05,4.904999999999999
2010-08-06,5.01
2010-08-09,4.965
2010-08-10,4.97
2010-08-11,4.97
2010-08-12,4.975
2010-08-13,4.970000000000001
2010-08-16,4.965
2010-08-17,4.975
2010-08-18,4.965
2010-08-19,4.949999999999999
2010-08-20,4.9399999999999995
2010-08-23,4.9399999999999995
2010-08-24,4.9399999999999995
2010-08-25,4.945
2010-08-26,4.95
2010-08-27,4.945
2010-08-30,4.949999999999999
2010-08-31,4.96
2010-09-01,4.965
2010-09-02,4.96
2010-09-03,4.955
2010-09-06,4.96
2010-09-08,4.965
2010-09-09,5.07
2010-09-10,5.07
2010-09-13,5.085
2010-09-14,5.09
2010-09-15,5.09
2010-09-16,5.115
2010-09-17,5.12
2010-09-20,5.18
2010-09-21,5.1850000000000005
2010-09-22,5.18
2010-09-23,5.1850000000000005
2010-09-24,5.1850000000000005
2010-09-27,5.18
2010-09-28,5.175
2010-09-29,5.175
2010-09-30,5.1850000000000005
2010-10-01,5.2
2010-10-04,5.17
2010-10-05,5.2
2010-10-06,5.205
2010-10-07,5.145
2010-10-08,5.165
2010-10-11,5.154999999999999
2010-10-13,5.199999999999999
2010-10-14,5.1899999999999995
2010-10-15,5.1899999999999995
2010-10-18,5.195
2010-10-19,5.234999999999999
2010-10-20,5.27
2010-10-21,5.265
2010-10-22,5.26
2010-10-25,5.24
2010-10-26,5.234999999999999
2010-10-27,5.23
2010-10-28,5.265000000000001
2010-10-29,5.265000000000001
2010-11-01,5.27
2010-11-03,5.26
2010-11-04,5.26
2010-11-05,5.26
2010-11-08,5.24
2010-11-09,5.115
2010-11-10,5.1850000000000005
2010-11-11,5.225
2010-11-12,5.220000000000001
2010-11-16,5.18
2010-11-17,5.175
2010-11-18,5.285
2010-11-19,5.295
2010-11-22,5.355
2010-11-23,5.355
2010-11-24,5.355
2010-11-25,5.395
2010-11-26,5.4399999999999995
2010-11-29,5.425
2010-11-30,5.49
2010-12-01,5.49
2010-12-02,5.49
2010-12-03,5.505
2010-12-06,5.535
2010-12-07,5.545
2010-12-08,5.375
2010-12-09,5.395
2010-12-10,5.390000000000001
2010-12-13,5.385
2010-12-14,5.395
2010-12-15,5.380000000000001
2010-12-16,5.37
2010-12-17,5.43
2010-12-20,5.495
2010-12-21,5.48
2010-12-22,5.475
2010-12-23,5.455
2010-12-24,5.449999999999999
2010-12-27,5.4399999999999995
2010-12-28,5.455
2010-12-29,5.445
2010-12-30,5.43
2010-12-31,5.43
2011-01-03,5.425000000000001
2011-01-04,5.425000000000001
2011-01-05,5.42
2011-01-06,5.42
2011-01-07,5.345
2011-01-10,5.359999999999999
2011-01-11,5.375
2011-01-12,5.375
2011-01-13,5.390000000000001
2011-01-14,5.445
2011-01-17,5.465
2011-01-18,5.484999999999999
2011-01-19,5.48
2011-01-20,5.51
2011-01-21,5.51
2011-01-24,5.525
2011-01-25,5.54
2011-01-26,5.54
2011-01-27,5.555
2011-01-28,5.585
2011-01-31,5.59
2011-02-01,5.59
2011-02-02,5.575
2011-02-03,5.5600000000000005
2011-02-04,5.57
2011-02-07,5.5600000000000005
2011-02-08,5.45
2011-02-09,5.46
2011-02-10,5.465
2011-02-11,5.475
2011-02-14,5.485
2011-02-15,5.48
2011-02-16,5.475
2011-02-17,5.470000000000001
2011-02-18,5.470000000000001
2011-02-21,5.47
2011-02-22,5.46
2011-02-23,5.455
2011-02-24,5.455
2011-02-25,5.455
2011-02-28,5.449999999999999
2011-03-01,5.449999999999999
2011-03-02,5.445
2011-03-03,5.4399999999999995
2011-03-04,5.34
2011-03-09,5.34
2011-03-10,5.34
2011-03-11,5.35
2011-03-14,5.3149999999999995
2011-03-15,5.31
2011-03-16,5.33
2011-03-17,5.345
2011-03-18,5.395
2011-03-21,5.39
2011-03-22,5.4350000000000005
2011-03-23,5.4399999999999995
2011-03-24,5.470000000000001
2011-03-25,5.470000000000001
2011-03-28,5.425000000000001
2011-03-29,5.42
2011-03-30,5.415
2011-03-31,5.449999999999999
2011-04-01,5.475
2011-04-04,5.47
2011-04-05,5.47
2011-04-06,5.47
2011-04-07,5.390000000000001
2011-04-08,5.42
2011-04-11,5.41
2011-04-12,5.41
2011-04-13,5.404999999999999
2011-04-14,5.41
2011-04-15,5.46
2011-04-18,5.475
2011-04-19,5.51
2011-04-20,5.515000000000001
2011-04-25,5.49
2011-04-26,5.485
2011-04-27,5.495
2011-04-28,5.484999999999999
2011-04-29,5.48
2011-05-02,5.465
2011-05-03,5.47
2011-05-04,5.465
2011-05-05,5.449999999999999
2011-05-06,5.27
2011-05-09,5.27
2011-05-10,5.245
2011-05-11,5.245
2011-05-12,5.24
2011-05-13,5.24
2011-05-16,5.23
2011-05-17,5.23
2011-05-18,5.215
2011-05-19,5.165
2011-05-20,5.145
2011-05-23,5.145
2011-05-24,5.13
2011-05-25,5.115
2011-05-26,5.095000000000001
2011-05-27,5.08
2011-05-30,5.074999999999999
2011-05-31,5.09
2011-06-01,5.109999999999999
2011-06-02,5.105
2011-06-03,5.085
2011-06-06,5.09
2011-06-07,5.035
2011-06-08,5.015
2011-06-09,5.01
2011-06-10,5.029999999999999
2011-06-13,5.035
2011-06-14,5.04
2011-06-15,5.045
2011-06-16,5.05
2011-06-17,5.035
2011-06-20,5.0600000000000005
2011-06-21,5.0649999999999995
2011-06-22,5.07
2011-06-24,5.09
2011-06-27,5.11
2011-06-28,5.115
2011-06-29,5.12
2011-06-30,5.105
2011-07-01,5.11
2011-07-04,5.109999999999999
2011-07-05,5.130000000000001
2011-07-06,5.13
2011-07-07,5.285
2011-07-08,5.29
2011-07-11,5.305
2011-07-12,5.3149999999999995
2011-07-13,5.32
2011-07-14,5.324999999999999
2011-07-15,5.359999999999999
2011-07-18,5.355
2011-07-19,5.37
2011-07-20,5.37
2011-07-21,5.365
2011-07-22,5.365
2011-07-25,5.375
2011-07-26,5.380000000000001
2011-07-27,5.365
2011-07-28,5.37
2011-07-29,5.36
2011-08-01,5.365
2011-08-02,5.365
2011-08-03,5.37
2011-08-04,5.365
2011-08-05,5.42
2011-08-08,5.42
2011-08-09,5.425
2011-08-10,5.425
2011-08-11,5.4350000000000005
2011-08-12,5.4350000000000005
2011-08-15,5.4399999999999995
2011-08-16,5.445
2011-08-17,5.4399999999999995
2011-08-18,5.4399999999999995
2011-08-19,5.42
2011-08-22,5.425
2011-08-23,5.4399999999999995
2011-08-24,5.449999999999999
2011-08-25,5.449999999999999
2011-08-26,5.455
2011-08-29,5.455
2011-08-30,5.455
2011-08-31,5.4399999999999995
2011-09-01,5.49
2011-09-02,5.53
2011-09-05,5.53
2011-09-06,5.58
2011-09-08,5.645
2011-09-09,5.665
2011-09-12,5.7
2011-09-13,5.699999999999999
2011-09-14,5.71
2011-09-15,5.725
2011-09-16,5.73
2011-09-19,5.745
2011-09-20,5.76
2011-09-21,5.755
2011-09-22,5.755
2011-09-23,5.79
2011-09-26,5.785
2011-09-27,5.795
2011-09-28,5.775
2011-09-29,5.77
2011-09-30,5.775
2011-10-03,5.77
2011-10-04,5.75
2011-10-05,5.75
2011-10-06,5.755
2011-10-07,5.69
2011-10-10,5.6850000000000005
2011-10-11,5.69
2011-10-13,5.6850000000000005
2011-10-14,5.68
2011-10-17,5.66
2011-10-18,5.65
2011-10-19,5.645
2011-10-20,5.64
2011-10-21,5.64
2011-10-24,5.645
2011-10-25,5.645
2011-10-26,5.640000000000001
2011-10-27,5.645
2011-10-28,5.62
2011-10-31,5.62
2011-11-01,5.625
2011-11-03,5.625
2011-11-04,5.625
2011-11-07,5.62
2011-11-08,5.615
2011-11-09,5.615
2011-11-10,5.615
2011-11-11,5.62
2011-11-14,5.62
2011-11-16,5.63
2011-11-17,5.63
2011-11-18,5.62
2011-11-21,5.605
2011-11-22,5.585
2011-11-23,5.595
2011-11-24,5.59
2011-11-25,5.595000000000001
2011-11-28,5.59
2011-11-29,5.59
2011-11-30,5.55
2011-12-01,5.5
2011-12-02,5.48
2011-12-05,5.46
2011-12-06,5.455
2011-12-07,5.455
2011-12-08,5.45
2011-12-09,5.445
2011-12-12,5.4399999999999995
2011-12-13,5.425
2011-12-14,5.425
2011-12-15,5.405
2011-12-16,5.4
2011-12-19,5.404999999999999
2011-12-20,5.38
2011-12-21,5.365
2011-12-22,5.335
2011-12-23,5.335
2011-12-26,5.325
2011-12-27,5.325
2011-12-28,5.325
2011-12-29,5.32
2011-12-30,5.34
2012-01-02,5.345
2012-01-03,5.355
2012-01-04,5.345000000000001
2012-01-05,5.345000000000001
2012-01-06,5.345
2012-01-09,5.33
2012-01-10,5.32
2012-01-11,5.32
2012-01-12,5.3149999999999995
2012-01-13,5.3100000000000005
2012-01-16,5.3100000000000005
2012-01-17,5.32
2012-01-18,5.3
2012-01-19,5.3
2012-01-20,5.295
2012-01-23,5.279999999999999
2012-01-24,5.279999999999999
2012-01-25,5.279999999999999
2012-01-26,5.29
2012-01-27,5.29
2012-01-30,5.3
2012-01-31,5.3
2012-02-01,5.3
2012-02-02,5.3
2012-02-03,5.295
2012-02-06,5.295
2012-02-07,5.295
2012-02-08,5.29
2012-02-09,5.279999999999999
2012-02-10,5.295
2012-02-13,5.295
2012-02-14,5.305
2012-02-15,5.29
2012-02-16,5.27
2012-02-17,5.27
2012-02-22,5.285
2012-02-23,5.27
2012-02-24,5.26
2012-02-27,5.265000000000001
2012-02-28,5.265000000000001
2012-02-29,5.27
2012-03-01,5.28
2012-03-02,5.285
2012-03-05,5.305
2012-03-06,5.3100000000000005
2012-03-07,5.3100000000000005
2012-03-08,5.34
2012-03-09,5.365
2012-03-12,5.375
2012-03-13,5.38
2012-03-14,5.38
2012-03-15,5.39
2012-03-16,5.375
2012-03-19,5.385
2012-03-20,5.385
2012-03-21,5.39
2012-03-22,5.4
2012-03-23,5.405
2012-03-26,5.405
2012-03-27,5.405
2012-03-28,5.390000000000001
2012-03-29,5.395
2012-03-30,5.390000000000001
2012-04-02,5.4
2012-04-03,5.4
2012-04-04,5.405
2012-04-05,5.44
2012-04-09,5.455
2012-04-10,5.455
2012-04-11,5.455
2012-04-12,5.475
2012-04-13,5.475
2012-04-16,5.470000000000001
2012-04-17,5.465
2012-04-18,5.465
2012-04-19,5.465
2012-04-20,5.475
2012-04-23,5.525
2012-04-24,5.529999999999999
2012-04-25,5.535
2012-04-26,5.535
2012-04-27,5.545
2012-04-30,5.5600000000000005
2012-05-02,5.5600000000000005
2012-05-03,5.5600000000000005
2012-05-04,5.550000000000001
2012-05-07,5.5600000000000005
2012-05-08,5.5600000000000005
2012-05-09,5.53
2012-05-10,5.53
2012-05-11,5.53
2012-05-14,5.53
2012-05-15,5.525
2012-05-16,5.525
2012-05-17,5.525
2012-05-18,5.52
2012-05-21,5.545
2012-05-22,5.529999999999999
2012-05-23,5.529999999999999
2012-05-24,5.525
2012-05-25,5.525
2012-05-28,5.52
2012-05-29,5.52
2012-05-30,5.505
2012-05-31,5.51
2012-06-01,5.515000000000001
2012-06-04,5.515000000000001
2012-06-05,5.515000000000001
2012-06-06,5.485
2012-06-08,5.495
2012-06-11,5.49
2012-06-12,5.495
2012-06-13,5.5
2012-06-14,5.495
2012-06-15,5.48
2012-06-18,5.484999999999999
2012-06-19,5.484999999999999
2012-06-20,5.449999999999999
2012-06-21,5.445
2012-06-22,5.45
2012-06-25,5.445
2012-06-26,5.45
2012-06-27,5.4399999999999995
2012-06-28,5.445
2012-06-29,5.455
2012-07-02,5.465
2012-07-03,5.46
2012-07-04,5.455
2012-07-05,5.455
2012-07-06,5.53
2012-07-09,5.535
2012-07-10,5.535
2012-07-11,5.535
2012-07-12,5.525
2012-07-13,5.52
2012-07-16,5.52
2012-07-17,5.525
2012-07-18,5.539999999999999
2012-07-19,5.545
2012-07-20,5.55
2012-07-23,5.55
2012-07-24,5.555
2012-07-25,5.545
2012-07-26,5.529999999999999
2012-07-27,5.545
2012-07-30,5.55
2012-07-31,5.55
2012-08-01,5.55
2012-08-02,5.55
2012-08-03,5.57
2012-08-06,5.575
2012-08-07,5.57
2012-08-08,5.609999999999999
2012-08-09,5.585
2012-08-10,5.615
2012-08-13,5.615
2012-08-14,5.615
2012-08-15,5.62
2012-08-16,5.625
2012-08-17,5.665
2012-08-20,5.67
2012-08-21,5.665
2012-08-22,5.665
2012-08-23,5.665
2012-08-24,5.66
2012-08-27,5.66
2012-08-28,5.654999999999999
2012-08-29,5.66
2012-08-30,5.654999999999999
2012-08-31,5.665
2012-09-03,5.66
2012-09-04,5.665
2012-09-05,5.66
2012-09-06,5.665
2012-09-10,5.66
2012-09-11,5.66
2012-09-12,5.65
2012-09-13,5.640000000000001
2012-09-14,5.63
2012-09-17,5.640000000000001
2012-09-18,5.645
2012-09-19,5.635
2012-09-20,5.63
2012-09-21,5.625
2012-09-24,5.585
2012-09-25,5.585
2012-09-26,5.585
2012-09-27,5.58
2012-09-28,5.574999999999999
2012-10-01,5.550000000000001
2012-10-02,5.5600000000000005
2012-10-03,5.550000000000001
2012-10-04,5.555
2012-10-05,5.495
2012-10-08,5.5
2012-10-09,5.5
2012-10-10,5.495
2012-10-11,5.495
2012-10-15,5.49
2012-10-16,5.495
2012-10-17,5.475
2012-10-18,5.46
2012-10-19,5.4399999999999995
2012-10-22,5.4399999999999995
2012-10-23,5.4399999999999995
2012-10-24,5.4399999999999995
2012-10-25,5.4399999999999995
2012-10-26,5.4350000000000005
2012-10-29,5.43
2012-10-30,5.425
2012-10-31,5.42
2012-11-01,5.42
2012-11-05,5.41
2012-11-06,5.41
2012-11-07,5.36
2012-11-08,5.345
2012-11-09,5.33
2012-11-12,5.335
2012-11-13,5.345
2012-11-14,5.345
2012-11-16,5.34
2012-11-19,5.34
2012-11-20,5.345
2012-11-21,5.34
2012-11-22,5.345000000000001
2012-11-23,5.35
2012-11-26,5.35
2012-11-27,5.35
2012-11-28,5.35
2012-11-29,5.355
2012-11-30,5.369999999999999
2012-12-03,5.369999999999999
2012-12-04,5.369999999999999
2012-12-05,5.375
2012-12-06,5.375
2012-12-07,5.44
2012-12-10,5.44
2012-12-11,5.445
2012-12-12,5.445
2012-12-13,5.46
2012-12-14,5.465
2012-12-17,5.485
2012-12-18,5.55
2012-12-19,5.5649999999999995
2012-12-20,5.5600000000000005
2012-12-21,5.58
2012-12-24,5.585
2012-12-26,5.59
2012-12-27,5.59
2012-12-28,5.585
2012-12-31,5.58
2013-01-02,5.595
2013-01-03,5.595
2013-01-04,5.595
2013-01-07,5.585
2013-01-08,5.61
2013-01-09,5.615
2013-01-10,5.525
2013-01-11,5.53
2013-01-14,5.5649999999999995
2013-01-15,5.5649999999999995
2013-01-16,5.5649999999999995
2013-01-17,5.58
2013-01-18,5.605
2013-01-21,5.63
2013-01-22,5.6
2013-01-23,5.6
2013-01-24,5.605
2013-01-25,5.6
2013-01-28,5.58
2013-01-29,5.575
2013-01-30,5.57
2013-01-31,5.574999999999999
2013-02-01,5.574999999999999
2013-02-04,5.575
2013-02-05,5.5600000000000005
2013-02-06,5.5600000000000005
2013-02-07,5.465
2013-02-08,5.475
2013-02-13,5.49
2013-02-14,5.5
2013-02-15,5.495
2013-02-18,5.515
2013-02-19,5.52
2013-02-20,5.52
2013-02-21,5.45
2013-02-22,5.45
2013-02-25,5.49
2013-02-26,5.49
2013-02-27,5.525
2013-02-28,5.53
2013-03-01,5.53
2013-03-04,5.525
2013-03-05,5.525
2013-03-06,5.5600000000000005
2013-03-07,5.44
2013-03-08,5.505
2013-03-11,5.475
2013-03-12,5.46
2013-03-13,5.46
2013-03-14,5.46
2013-03-15,5.455
2013-03-18,5.455
2013-03-19,5.455
2013-03-20,5.455
2013-03-21,5.4350000000000005
2013-03-22,5.425
2013-03-25,5.43
2013-03-26,5.43
2013-03-27,5.43
2013-03-28,5.43
2013-04-01,5.445
2013-04-02,5.445
2013-04-03,5.4350000000000005
2013-04-04,5.43
2013-04-05,5.425
2013-04-08,5.415
2013-04-09,5.4350000000000005
2013-04-10,5.48
2013-04-11,5.45
2013-04-12,5.42
2013-04-15,5.4350000000000005
2013-04-16,5.445
2013-04-17,5.535
2013-04-18,5.49
2013-04-19,5.515000000000001
2013-04-22,5.525
2013-04-23,5.505
2013-04-24,5.5
2013-04-25,5.515000000000001
2013-04-26,5.52
2013-04-29,5.54
2013-04-30,5.54
2013-05-02,5.525
2013-05-03,5.555
2013-05-06,5.555
2013-05-07,5.545
2013-05-08,5.59
2013-05-09,5.575
2013-05-10,5.57
2013-05-13,5.595
2013-05-14,5.63
2013-05-15,5.595
2013-05-16,5.6
2013-05-17,5.635
2013-05-20,5.630000000000001
2013-05-21,5.665
2013-05-22,5.66
2013-05-23,5.655
2013-05-24,5.655
2013-05-27,5.625
2013-05-28,5.63
2013-05-29,5.63
2013-05-31,5.63
2013-06-03,5.62
2013-06-04,5.59
2013-06-05,5.59
2013-06-06,5.59
2013-06-07,5.655
2013-06-10,5.695
2013-06-11,5.705
2013-06-12,5.699999999999999
2013-06-13,5.710000000000001
2013-06-14,5.710000000000001
2013-06-17,5.71
2013-06-18,5.705
2013-06-19,5.705
2013-06-20,5.6899999999999995
2013-06-21,5.7
2013-06-24,5.695
2013-06-25,5.695
2013-06-26,5.695
2013-06-27,5.695
2013-06-28,5.695
2013-07-01,5.74
2013-07-02,5.72
2013-07-03,5.72
2013-07-04,5.74
2013-07-05,5.67
2013-07-08,5.65
2013-07-09,5.654999999999999
2013-07-10,5.665
2013-07-11,5.654999999999999
2013-07-12,5.645
2013-07-15,5.655
2013-07-16,5.665
2013-07-17,5.665
2013-07-18,5.695
2013-07-19,5.6899999999999995
2013-07-22,5.705
2013-07-23,5.71
2013-07-24,5.715
2013-07-25,5.725
2013-07-26,5.720000000000001
2013-07-29,5.74
2013-07-30,5.75
2013-07-31,5.76
2013-08-01,5.76
2013-08-02,5.779999999999999
2013-08-05,5.82
2013-08-06,5.8100000000000005
2013-08-07,5.93
2013-08-08,5.95
2013-08-09,5.95
2013-08-12,5.975
2013-08-13,5.975
2013-08-14,5.975
2013-08-15,5.955
2013-08-16,5.965
2013-08-19,5.985
2013-08-20,6.01
2013-08-21,6.01
2013-08-22,6.035
2013-08-23,6.05
2013-08-26,6.055
2013-08-27,6.06
2013-08-28,6.06
2013-08-29,6.075
2013-08-30,6.1
2013-09-02,6.109999999999999
2013-09-03,6.109999999999999
2013-09-04,6.119999999999999
2013-09-05,6.119999999999999
2013-09-06,6.13
2013-09-09,6.1899999999999995
2013-09-10,6.215
2013-09-11,6.215
2013-09-12,6.215
2013-09-13,6.215
2013-09-16,6.21
2013-09-17,6.2
2013-09-18,6.215
2013-09-19,6.225
2013-09-20,6.195
2013-09-23,6.2
2013-09-24,6.2
2013-09-25,6.2
2013-09-26,6.2
2013-09-27,6.2
2013-09-30,6.205
2013-10-01,6.225
2013-10-02,6.215
2013-10-03,6.225
2013-10-04,6.210000000000001
2013-10-07,6.215
2013-10-08,6.225
2013-10-09,6.24
2013-10-10,6.24
2013-10-11,6.24
2013-10-14,6.235
2013-10-15,6.235
2013-10-16,6.23
2013-10-17,6.265
2013-10-18,6.265000000000001
2013-10-21,6.265000000000001
2013-10-22,6.255000000000001
2013-10-23,6.255000000000001
2013-10-24,6.255000000000001
2013-10-25,6.25
2013-10-28,6.24
2013-10-29,6.24
2013-10-30,6.235
2013-10-31,6.235
2013-11-01,6.245
2013-11-04,6.25
2013-11-05,6.24
2013-11-06,6.245
2013-11-07,6.225
2013-11-08,6.18
2013-11-11,6.1850000000000005
2013-11-12,6.154999999999999
2013-11-13,6.154999999999999
2013-11-14,6.154999999999999
2013-11-18,6.154999999999999
2013-11-19,6.15
2013-11-20,6.154999999999999
2013-11-21,6.16
2013-11-22,6.16
2013-11-25,6.145
2013-11-26,6.145
2013-11-27,6.14
2013-11-28,6.13
2013-11-29,6.13
2013-12-02,6.12
2013-12-03,6.115
2013-12-04,6.115
2013-12-05,6.115
2013-12-06,6.05
2013-12-09,6.0600000000000005
2013-12-10,6.0600000000000005
2013-12-11,6.0649999999999995
2013-12-12,6.0649999999999995
2013-12-13,6.045
2013-12-16,6.0649999999999995
2013-12-17,6.07
2013-12-18,6.07
2013-12-19,6.074999999999999
2013-12-20,6.08
2013-12-23,6.07
2013-12-24,6.07
2013-12-26,6.07
2013-12-27,6.075
2013-12-30,6.0600000000000005
2013-12-31,6.0600000000000005
2014-01-02,6.0575
2014-01-03,6.0825
2014-01-06,6.0525
2014-01-07,6.085
2014-01-08,6.092499999999999
2014-01-09,6.092499999999999
2014-01-10,6.0024999999999995
2014-01-13,6.0125
2014-01-14,6.005
2014-01-15,6.0024999999999995
2014-01-16,6.005
2014-01-17,6.0075
2014-01-20,6.0075
2014-01-21,6.005
2014-01-22,6.01
2014-01-23,6.015
2014-01-24,6.0125
2014-01-27,6.0125
2014-01-28,6.0125
2014-01-29,6.02
2014-01-30,6.0024999999999995
2014-01-31,6.02
2014-02-03,6.03
2014-02-04,6.03
2014-02-05,6.0275
2014-02-06,6.04
2014-02-07,6.0125
2014-02-10,6.02
2014-02-11,6.0525
2014-02-12,6.0375
2014-02-13,6.035
2014-02-14,6.1
2014-02-17,6.1075
2014-02-18,6.125
2014-02-19,6.1475
2014-02-20,6.145
2014-02-21,6.1425
2014-02-24,6.145
2014-02-25,6.140000000000001
2014-02-26,6.1325
2014-02-27,6.145
2014-02-28,6.115
2014-03-05,6.115
2014-03-06,6.1225000000000005
2014-03-07,6.1325
2014-03-10,6.1274999999999995
2014-03-11,6.2625
2014-03-12,6.2524999999999995
2014-03-13,6.22
2014-03-14,6.2175
2014-03-17,6.2175
2014-03-18,6.2625
2014-03-19,6.2524999999999995
2014-03-20,6.3
2014-03-21,6.3100000000000005
2014-03-24,6.285
2014-03-25,6.2775
2014-03-26,6.2625
2014-03-27,6.205
2014-03-28,6.1925
2014-03-31,6.1675
2014-04-01,6.172499999999999
2014-04-02,6.26
2014-04-03,6.245
2014-04-04,6.255
2014-04-07,6.2425
2014-04-08,6.245
2014-04-09,6.0975
2014-04-10,6.109999999999999
2014-04-11,6.145
2014-04-14,6.1175
2014-04-15,6.0925
2014-04-16,6.14
2014-04-17,6.1375
2014-04-22,6.0975
2014-04-23,6.09
2014-04-24,6.1025
2014-04-25,6.0725
2014-04-28,5.955
2014-04-29,6.225
2014-04-30,6.105
2014-05-02,6.0775
2014-05-05,6.07
2014-05-06,6.07
2014-05-07,6.0375
2014-05-08,6.0275
2014-05-09,5.8725000000000005
2014-05-12,5.8525
2014-05-13,5.87
2014-05-14,5.8525
2014-05-15,5.865
2014-05-16,5.865
2014-05-19,5.8975
2014-05-20,6.01
2014-05-21,6.0024999999999995
2014-05-22,6.01
2014-05-23,6.01
2014-05-26,6.0275
2014-05-27,6.012499999999999
2014-05-28,6.0024999999999995
2014-05-29,5.9825
2014-05-30,5.9925
2014-06-02,5.975
2014-06-03,5.9775
2014-06-04,5.984999999999999
2014-06-05,6.005
2014-06-06,5.984999999999999
2014-06-09,5.96
2014-06-10,5.9175
2014-06-11,5.915
2014-06-12,5.8725000000000005
2014-06-13,5.8774999999999995
2014-06-16,5.83
2014-06-17,5.945
2014-06-18,5.945
2014-06-20,5.9350000000000005
2014-06-23,5.9425
2014-06-24,5.95
2014-06-25,5.907500000000001
2014-06-26,5.9
2014-06-27,5.9425
2014-06-30,5.9675
2014-07-01,5.922499999999999
2014-07-02,5.91
2014-07-03,5.922499999999999
2014-07-04,5.9075
2014-07-07,5.9925
2014-07-08,5.9575
2014-07-09,5.96
2014-07-10,5.92
2014-07-11,5.92
2014-07-14,5.9675
2014-07-15,5.9775
2014-07-16,5.9075
2014-07-17,5.9325
2014-07-18,5.9325
2014-07-21,5.8975
2014-07-22,5.9025
2014-07-23,5.895
2014-07-24,5.88
2014-07-25,5.88
2014-07-28,5.9025
2014-07-29,5.89
2014-07-30,5.8975
2014-07-31,5.98
2014-08-01,5.9975000000000005
2014-08-04,6.015
2014-08-05,6.0075
2014-08-06,6.0024999999999995
2014-08-07,6.0175
2014-08-08,6.18
2014-08-11,6.2075
2014-08-12,6.205
2014-08-13,6.2075
2014-08-14,6.205
2014-08-15,6.1925
2014-08-18,6.085
2014-08-19,6.1275
2014-08-20,6.1175
2014-08-21,6.12
2014-08-22,6.1475
2014-08-25,6.154999999999999
2014-08-26,6.1225
2014-08-27,6.1175
2014-08-28,6.1325
2014-08-29,6.205
2014-09-01,6.215
2014-09-02,6.23
2014-09-03,6.235
2014-09-04,6.235
2014-09-05,6.26
2014-09-08,6.2675
2014-09-09,6.2875
2014-09-10,6.2875
2014-09-11,6.2875
2014-09-12,6.295
2014-09-15,6.3100000000000005
2014-09-16,6.3025
2014-09-17,6.3025
2014-09-18,6.345000000000001
2014-09-19,6.3375
2014-09-22,6.33
2014-09-23,6.327500000000001
2014-09-24,6.325
2014-09-25,6.3525
2014-09-26,6.335
2014-09-29,6.3525
2014-09-30,6.335
2014-10-01,6.37
2014-10-02,6.3875
2014-10-03,6.39
2014-10-06,6.3925
2014-10-07,6.4425
2014-10-08,6.4175
2014-10-09,6.3825
2014-10-10,6.395
2014-10-13,6.3925
2014-10-14,6.390000000000001
2014-10-15,6.3825
2014-10-16,6.375
2014-10-17,6.37
2014-10-20,6.3725000000000005
2014-10-21,6.38
2014-10-22,6.38
2014-10-23,6.3774999999999995
2014-10-24,6.3825
2014-10-27,6.422499999999999
2014-10-28,6.4125
2014-10-29,6.43
2014-10-30,6.4825
2014-10-31,6.45
2014-11-03,6.455
2014-11-04,6.46
2014-11-05,6.4625
2014-11-06,6.4625
2014-11-07,6.4825
2014-11-10,6.49
2014-11-11,6.445
2014-11-12,6.4375
2014-11-13,6.43
2014-11-14,6.4399999999999995
2014-11-17,6.4675
2014-11-18,6.5675
2014-11-19,6.5575
2014-11-20,6.5675
2014-11-21,6.574999999999999
2014-11-24,6.5825
2014-11-25,6.529999999999999
2014-11-26,6.655
2014-11-27,6.5625
2014-11-28,6.5475
2014-12-01,6.595
2014-12-02,6.6175
2014-12-03,6.5975
2014-12-04,6.6049999999999995
2014-12-05,6.6925
2014-12-08,6.7025
2014-12-09,6.6925
2014-12-10,6.6925
2014-12-11,6.665
2014-12-12,6.6275
2014-12-15,6.6225000000000005
2014-12-16,6.6325
2014-12-17,6.645
2014-12-18,6.645
2014-12-19,6.6425
2014-12-22,6.640000000000001
2014-12-23,6.640000000000001
