,Indicador,Data,Suavizada,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
385,IPCA,2002-08-29,S,5.32,5.25,0.81,,,,0
386,IPCA,2002-08-30,N,5.4,5.4,0.7,3.97,7.39,,0
387,IPCA,2002-08-30,S,5.29,5.24,0.8,,,,0
388,IPCA,2002-09-02,N,5.53,5.44,0.98,3.97,10.47,,0
389,IPCA,2002-09-02,S,5.41,5.28,1.08,,,,0
390,IPCA,2002-09-03,N,5.54,5.46,0.98,3.97,10.47,,0
391,IPCA,2002-09-03,S,5.42,5.32,1.08,,,,0
392,IPCA,2002-09-04,N,5.56,5.49,0.98,3.97,10.47,,0
393,IPCA,2002-09-04,S,5.42,5.36,1.07,,,,0
394,IPCA,2002-09-05,N,5.59,5.51,0.97,3.97,10.47,,0
395,IPCA,2002-09-05,S,5.45,5.39,1.07,,,,0
396,IPCA,2002-09-06,N,5.63,5.54,0.95,4.07,10.36,,0
397,IPCA,2002-09-06,S,5.5,5.47,1.05,,,,0
398,IPCA,2002-09-09,N,5.7,5.52,1.14,4.07,10.36,,0
399,IPCA,2002-09-09,S,5.59,5.39,1.33,,,,0
400,IPCA,2002-09-10,N,5.63,5.45,1.32,3.66,11.22,,0
401,IPCA,2002-09-10,S,5.66,5.49,1.33,,,,0
402,IPCA,2002-09-11,N,5.63,5.45,1.32,3.66,11.22,,0
403,IPCA,2002-09-11,S,5.67,5.49,1.32,,,,0
404,IPCA,2002-09-12,N,5.65,5.45,1.3,4.13,11.22,,0
405,IPCA,2002-09-12,S,5.68,5.49,1.31,,,,0
406,IPCA,2002-09-13,N,5.7,5.53,1.27,4.13,11.22,,0
407,IPCA,2002-09-13,S,5.74,5.54,1.29,,,,0
408,IPCA,2002-09-16,N,5.78,5.54,1.36,4.13,11.22,,0
409,IPCA,2002-09-16,S,5.79,5.53,1.39,,,,0
410,IPCA,2002-09-17,N,5.78,5.54,1.36,4.13,11.22,,0
411,IPCA,2002-09-17,S,5.79,5.53,1.39,,,,0
412,IPCA,2002-09-18,N,5.8,5.54,1.35,4.18,11.22,,0
413,IPCA,2002-09-18,S,5.81,5.58,1.39,,,,0
414,IPCA,2002-09-19,N,5.84,5.69,1.35,4.18,11.22,,0
415,IPCA,2002-09-19,S,5.83,5.62,1.39,,,,0
416,IPCA,2002-09-20,N,5.81,5.69,1.29,4.18,11.22,,0
417,IPCA,2002-09-20,S,5.79,5.65,1.33,,,,0
418,IPCA,2002-09-23,N,5.87,5.69,1.3,4.18,11.22,,0
419,IPCA,2002-09-23,S,5.81,5.6,1.34,,,,0
420,IPCA,2002-09-24,N,5.89,5.69,1.29,4.18,11.22,,0
421,IPCA,2002-09-24,S,5.81,5.58,1.34,,,,0
422,IPCA,2002-09-25,N,5.92,5.71,1.33,4.18,11.56,,0
423,IPCA,2002-09-25,S,5.83,5.61,1.37,,,,0
424,IPCA,2002-09-26,N,6.04,5.77,1.3,4.18,11.56,,0
425,IPCA,2002-09-26,S,5.95,5.64,1.34,,,,0
426,IPCA,2002-09-27,N,6.27,5.77,1.96,4.18,16.2,,0
427,IPCA,2002-09-27,S,6.21,5.63,2.13,,,,0
428,IPCA,2002-09-30,N,6.28,5.8,1.93,4.18,16.2,,0
429,IPCA,2002-09-30,S,6.2,5.64,2.13,,,,0
430,IPCA,2002-10-01,N,6.36,5.8,1.99,4.18,16.2,,0
431,IPCA,2002-10-01,S,6.29,5.64,2.2,,,,0
432,IPCA,2002-10-02,N,6.53,5.83,2.01,4.44,16.2,,0
433,IPCA,2002-10-02,S,6.45,5.72,2.22,,,,0
434,IPCA,2002-10-03,N,6.53,5.87,1.98,4.44,16.2,,0
435,IPCA,2002-10-03,S,6.44,5.68,2.2,,,,0
436,IPCA,2002-10-04,N,6.53,5.86,1.97,4.44,16.2,,0
437,IPCA,2002-10-04,S,6.43,5.64,2.19,,,,0
438,IPCA,2002-10-07,N,6.59,6.02,1.96,4.44,16.2,,0
439,IPCA,2002-10-07,S,6.45,5.81,2.2,,,,0
440,IPCA,2002-10-08,N,6.64,6.2,1.94,4.44,16.2,,0
441,IPCA,2002-10-08,S,6.49,6.02,2.18,,,,0
442,IPCA,2002-10-09,N,6.55,6.07,2.15,4.19,17.64,,0
443,IPCA,2002-10-09,S,6.62,6.14,2.19,,,,0
444,IPCA,2002-10-10,N,6.56,6.18,2.09,4.19,17.64,,0
445,IPCA,2002-10-10,S,6.74,6.48,2.22,,,,0
446,IPCA,2002-10-11,N,6.66,6.21,2.14,4.19,17.64,,0
447,IPCA,2002-10-11,S,6.86,6.47,2.27,,,,0
448,IPCA,2002-10-14,N,6.84,6.36,2.33,4.19,17.64,,0
449,IPCA,2002-10-14,S,7.01,6.47,2.51,,,,0
450,IPCA,2002-10-15,N,6.91,6.48,2.3,4.19,17.64,,0
451,IPCA,2002-10-15,S,7.08,6.53,2.48,,,,0
452,IPCA,2002-10-16,N,7.27,6.58,2.47,4.4,17.64,,0
453,IPCA,2002-10-16,S,7.33,6.59,2.6,,,,0
454,IPCA,2002-10-17,N,7.66,6.99,2.69,4.4,17.64,,0
455,IPCA,2002-10-17,S,7.73,7.25,2.79,,,,0
456,IPCA,2002-10-18,N,7.92,7.41,2.68,4.46,17.64,,0
457,IPCA,2002-10-18,S,7.96,7.64,2.77,,,,0
458,IPCA,2002-10-21,N,7.95,7.87,2.37,4.46,14.47,,0
459,IPCA,2002-10-21,S,7.89,7.97,2.38,,,,0
460,IPCA,2002-10-22,N,8.15,8.03,2.44,4.46,14.47,,0
461,IPCA,2002-10-22,S,8.1,8.07,2.46,,,,0
462,IPCA,2002-10-23,N,8.22,8.03,2.38,4.46,14.47,,0
463,IPCA,2002-10-23,S,8.16,8.08,2.4,,,,0
464,IPCA,2002-10-24,N,8.41,8.3,2.39,4.46,14.47,,0
465,IPCA,2002-10-24,S,8.36,8.15,2.42,,,,0
466,IPCA,2002-10-25,N,8.64,8.51,2.57,4.46,14.55,,0
467,IPCA,2002-10-25,S,8.56,8.24,2.62,,,,0
468,IPCA,2002-10-28,N,8.71,8.57,2.52,4.46,14.55,,0
469,IPCA,2002-10-28,S,8.58,8.24,2.58,,,,0
470,IPCA,2002-10-29,N,8.73,8.57,2.53,4.46,14.73,,0
471,IPCA,2002-10-29,S,8.59,8.22,2.59,,,,0
472,IPCA,2002-10-30,N,8.79,8.62,2.53,4.46,14.73,,0
473,IPCA,2002-10-30,S,8.65,8.3,2.59,,,,0
474,IPCA,2002-10-31,N,8.94,8.62,2.58,4.46,14.73,,0
475,IPCA,2002-10-31,S,8.8,8.44,2.66,,,,0
476,IPCA,2002-11-01,N,9.39,9.0,2.68,4.46,15.42,,0
477,IPCA,2002-11-01,S,9.27,8.72,2.78,,,,0
478,IPCA,2002-11-04,N,9.74,9.05,2.53,5.15,15.42,,0
479,IPCA,2002-11-04,S,9.54,8.86,2.69,,,,0
480,IPCA,2002-11-05,N,9.83,9.43,2.55,5.15,15.42,,0
481,IPCA,2002-11-05,S,9.62,8.97,2.7,,,,0
482,IPCA,2002-11-06,N,9.91,9.61,2.52,5.15,15.42,,0
483,IPCA,2002-11-06,S,9.69,9.17,2.67,,,,0
484,IPCA,2002-11-07,N,9.93,9.63,2.48,5.15,15.42,,0
485,IPCA,2002-11-07,S,9.7,9.2,2.63,,,,0
486,IPCA,2002-11-08,N,10.13,9.88,2.48,5.15,15.42,,0
487,IPCA,2002-11-08,S,9.87,9.45,2.65,,,,0
488,IPCA,2002-11-11,N,10.18,10.1,2.55,5.15,15.83,,0
489,IPCA,2002-11-11,S,9.87,9.48,2.73,,,,0
490,IPCA,2002-11-12,N,10.03,9.7,2.78,4.55,15.74,,0
491,IPCA,2002-11-12,S,10.15,9.74,2.76,,,,0
492,IPCA,2002-11-13,N,10.49,10.08,2.73,4.55,15.74,,0
493,IPCA,2002-11-13,S,10.6,10.54,2.68,,,,0
494,IPCA,2002-11-14,N,10.78,10.63,2.65,4.8,16.31,,0
495,IPCA,2002-11-14,S,10.86,10.95,2.56,,,,0
496,IPCA,2002-11-18,N,11.0,11.03,2.66,5.16,16.31,,0
497,IPCA,2002-11-18,S,10.92,10.81,2.54,,,,0
498,IPCA,2002-11-19,N,11.08,11.01,2.73,5.16,16.31,,0
499,IPCA,2002-11-19,S,10.92,10.74,2.59,,,,0
500,IPCA,2002-11-20,N,11.15,11.07,2.78,5.16,16.31,,0
501,IPCA,2002-11-20,S,10.92,10.7,2.61,,,,0
502,IPCA,2002-11-21,N,11.23,11.07,2.73,5.16,16.31,,0
503,IPCA,2002-11-21,S,10.94,10.65,2.56,,,,0
504,IPCA,2002-11-22,N,11.5,11.23,2.96,5.16,18.46,,0
505,IPCA,2002-11-22,S,11.13,10.9,2.76,,,,0
506,IPCA,2002-11-25,N,11.76,11.65,2.87,5.16,18.46,,0
507,IPCA,2002-11-25,S,11.08,10.92,2.61,,,,0
508,IPCA,2002-11-26,N,12.09,12.24,2.72,6.38,18.46,,0
509,IPCA,2002-11-26,S,11.3,11.24,2.4,,,,0
510,IPCA,2002-11-27,N,12.12,12.24,2.67,6.38,17.55,,0
511,IPCA,2002-11-27,S,11.23,11.16,2.31,,,,0
512,IPCA,2002-11-28,N,12.28,12.29,2.7,6.38,17.55,,0
513,IPCA,2002-11-28,S,11.29,11.27,2.34,,,,0
514,IPCA,2002-11-29,N,12.47,12.54,2.73,6.38,18.01,,0
515,IPCA,2002-11-29,S,11.38,11.46,2.37,,,,0
516,IPCA,2002-12-02,N,12.54,12.54,2.8,6.38,18.01,,0
517,IPCA,2002-12-02,S,11.26,11.28,2.41,,,,0
518,IPCA,2002-12-03,N,12.68,12.61,2.75,6.38,17.9,,0
519,IPCA,2002-12-03,S,11.3,11.19,2.34,,,,0
520,IPCA,2002-12-04,N,12.73,12.61,2.73,6.38,17.9,,0
521,IPCA,2002-12-04,S,11.27,11.16,2.32,,,,0
522,IPCA,2002-12-05,N,12.9,13.1,2.79,6.38,19.17,,0
523,IPCA,2002-12-05,S,11.34,11.17,2.39,,,,0
524,IPCA,2002-12-06,N,11.42,11.54,2.39,6.77,18.33,,0
525,IPCA,2002-12-06,S,11.61,11.61,2.33,,,,0
526,IPCA,2002-12-09,N,11.62,11.79,2.43,6.77,18.33,,0
527,IPCA,2002-12-09,S,11.68,11.63,2.35,,,,0
528,IPCA,2002-12-10,N,11.68,11.79,2.51,6.77,18.33,,0
529,IPCA,2002-12-10,S,11.7,11.61,2.42,,,,0
530,IPCA,2002-12-11,N,11.74,11.71,2.46,6.77,18.33,,0
531,IPCA,2002-12-11,S,11.74,11.56,2.36,,,,0
532,IPCA,2002-12-12,N,11.9,11.84,2.48,6.77,19.13,,0
533,IPCA,2002-12-12,S,11.82,11.68,2.36,,,,0
534,IPCA,2002-12-13,N,12.1,12.38,2.48,6.77,19.13,,0
535,IPCA,2002-12-13,S,11.98,12.13,2.35,,,,0
536,IPCA,2002-12-16,N,12.12,12.38,2.48,6.77,19.13,,0
537,IPCA,2002-12-16,S,11.9,11.99,2.33,,,,0
538,IPCA,2002-12-17,N,12.17,12.49,2.5,6.77,19.13,,0
539,IPCA,2002-12-17,S,11.92,12.17,2.35,,,,0
540,IPCA,2002-12-18,N,12.43,12.63,2.36,6.85,19.13,,0
541,IPCA,2002-12-18,S,12.01,12.33,2.32,,,,0
542,IPCA,2002-12-19,N,12.75,12.76,2.29,6.85,19.37,,0
543,IPCA,2002-12-19,S,12.2,12.35,2.31,,,,0
544,IPCA,2002-12-20,N,12.87,12.74,2.14,7.73,19.37,,0
545,IPCA,2002-12-20,S,12.24,11.99,2.16,,,,0
546,IPCA,2002-12-23,N,12.91,12.84,2.13,7.73,19.37,,0
547,IPCA,2002-12-23,S,12.16,11.87,2.14,,,,0
548,IPCA,2002-12-24,N,12.92,12.84,2.13,7.73,19.37,,0
549,IPCA,2002-12-24,S,12.12,11.82,2.14,,,,0
550,IPCA,2002-12-26,N,12.98,12.84,2.02,8.89,19.37,,0
551,IPCA,2002-12-26,S,12.1,11.73,2.05,,,,0
552,IPCA,2002-12-27,N,13.09,13.18,1.97,8.73,19.37,,0
553,IPCA,2002-12-27,S,12.14,11.93,2.0,,,,0
554,IPCA,2002-12-30,N,13.2,13.18,1.95,9.87,19.37,,0
555,IPCA,2002-12-30,S,12.12,12.3,1.99,,,,0
556,IPCA,2002-12-31,N,13.24,13.18,1.94,9.87,19.37,,0
557,IPCA,2002-12-31,S,12.1,12.26,1.98,,,,0
558,IPCA,2003-01-02,N,13.27,13.18,1.91,9.87,19.37,,0
559,IPCA,2003-01-02,S,12.04,12.17,1.96,,,,0
560,IPCA,2003-01-03,N,13.35,13.23,1.92,9.87,19.37,,0
561,IPCA,2003-01-03,S,12.08,12.12,1.96,,,,0
562,IPCA,2003-01-06,N,13.48,13.38,1.87,9.87,19.37,,0
563,IPCA,2003-01-06,S,12.04,12.02,1.93,,,,0
564,IPCA,2003-01-07,N,13.55,13.44,1.84,9.87,19.37,,0
565,IPCA,2003-01-07,S,12.05,12.02,1.9,,,,0
566,IPCA,2003-01-08,N,13.52,13.38,1.86,9.87,19.37,,0
567,IPCA,2003-01-08,S,11.97,11.97,1.92,,,,0
568,IPCA,2003-01-09,N,13.51,13.38,1.86,9.87,19.37,,0
569,IPCA,2003-01-09,S,11.92,11.73,1.95,,,,0
570,IPCA,2003-01-10,N,11.85,11.59,1.88,8.18,18.0,,0
571,IPCA,2003-01-10,S,12.1,11.72,2.28,,,,0
572,IPCA,2003-01-13,N,11.86,11.49,1.87,8.62,18.0,,0
573,IPCA,2003-01-13,S,12.03,11.17,2.26,,,,0
574,IPCA,2003-01-14,N,11.78,11.58,1.7,8.62,16.36,,0
575,IPCA,2003-01-14,S,11.83,11.15,2.09,,,,0
576,IPCA,2003-01-15,N,11.71,11.56,1.61,8.62,16.24,,0
577,IPCA,2003-01-15,S,11.66,11.05,1.96,,,,0
578,IPCA,2003-01-16,N,11.73,11.58,1.62,8.62,16.24,,0
579,IPCA,2003-01-16,S,11.61,10.96,1.97,,,,0
580,IPCA,2003-01-17,N,11.7,11.56,1.6,8.62,16.24,,0
581,IPCA,2003-01-17,S,11.52,10.88,1.94,,,,0
582,IPCA,2003-01-20,N,11.78,11.56,1.53,9.11,16.24,,0
583,IPCA,2003-01-20,S,11.46,10.97,1.89,,,,0
584,IPCA,2003-01-21,N,11.85,11.58,1.48,9.2,16.24,,0
585,IPCA,2003-01-21,S,11.54,11.08,1.81,,,,0
586,IPCA,2003-01-22,N,11.8,11.56,1.51,9.2,16.24,,0
587,IPCA,2003-01-22,S,11.41,10.93,1.85,,,,0
588,IPCA,2003-01-23,N,11.79,11.56,1.49,9.2,16.24,,0
589,IPCA,2003-01-23,S,11.35,10.97,1.81,,,,0
590,IPCA,2003-01-24,N,11.8,11.56,1.49,9.2,16.24,,0
591,IPCA,2003-01-24,S,11.33,10.93,1.81,,,,0
592,IPCA,2003-01-27,N,11.83,11.56,1.48,9.25,16.24,,0
593,IPCA,2003-01-27,S,11.23,10.85,1.82,,,,0
594,IPCA,2003-01-28,N,11.81,11.56,1.49,9.21,16.24,,0
595,IPCA,2003-01-28,S,11.21,10.86,1.8,,,,0
596,IPCA,2003-01-29,N,11.81,11.59,1.48,9.21,16.24,,0
597,IPCA,2003-01-29,S,11.18,10.82,1.79,,,,0
598,IPCA,2003-01-30,N,11.72,11.56,1.44,9.21,16.24,,0
599,IPCA,2003-01-30,S,11.12,10.75,1.79,,,,0
600,IPCA,2003-01-31,N,11.72,11.56,1.45,9.21,16.24,,0
601,IPCA,2003-01-31,S,11.07,10.85,1.77,,,,0
602,IPCA,2003-02-03,N,11.73,11.56,1.42,9.21,16.24,,0
603,IPCA,2003-02-03,S,10.96,10.76,1.76,,,,0
604,IPCA,2003-02-04,N,11.75,11.56,1.41,9.21,16.24,,0
605,IPCA,2003-02-04,S,10.96,10.72,1.75,,,,0
606,IPCA,2003-02-05,N,11.78,11.56,1.38,9.5,16.24,,0
607,IPCA,2003-02-05,S,10.94,10.68,1.72,,,,0
608,IPCA,2003-02-06,N,11.89,11.84,1.4,9.5,16.24,,0
609,IPCA,2003-02-06,S,10.95,10.69,1.7,,,,0
610,IPCA,2003-02-07,N,11.94,11.99,1.4,9.5,16.24,,0
611,IPCA,2003-02-07,S,10.92,10.69,1.7,,,,0
612,IPCA,2003-02-10,N,11.98,12.0,1.38,9.5,16.24,,0
613,IPCA,2003-02-10,S,10.8,10.56,1.71,,,,0
614,IPCA,2003-02-11,N,11.98,12.0,1.4,9.5,16.24,,0
615,IPCA,2003-02-11,S,10.75,10.49,1.7,,,,0
616,IPCA,2003-02-12,N,12.01,12.01,1.41,9.5,16.24,,0
617,IPCA,2003-02-12,S,10.75,10.49,1.7,,,,0
618,IPCA,2003-02-13,N,10.76,10.49,1.71,8.4,15.61,,0
619,IPCA,2003-02-13,S,10.5,10.33,1.5,,,,0
620,IPCA,2003-02-14,N,10.84,10.58,1.75,8.4,15.61,,0
621,IPCA,2003-02-14,S,10.57,10.47,1.57,,,,0
622,IPCA,2003-02-17,N,10.97,10.69,1.63,8.4,15.61,,0
623,IPCA,2003-02-17,S,10.61,10.47,1.43,,,,0
624,IPCA,2003-02-18,N,11.0,10.71,1.64,8.29,15.61,,0
625,IPCA,2003-02-18,S,10.61,10.47,1.45,,,,0
626,IPCA,2003-02-19,N,11.01,10.71,1.66,8.29,15.61,,0
627,IPCA,2003-02-19,S,10.59,10.44,1.46,,,,0
628,IPCA,2003-02-20,N,10.96,10.73,1.59,8.29,15.61,,0
629,IPCA,2003-02-20,S,10.47,10.4,1.38,,,,0
630,IPCA,2003-02-21,N,11.0,10.73,1.6,8.29,15.61,,0
631,IPCA,2003-02-21,S,10.47,10.4,1.42,,,,0
632,IPCA,2003-02-24,N,10.99,10.9,1.48,8.29,15.27,,0
633,IPCA,2003-02-24,S,10.55,10.35,1.52,,,,0
634,IPCA,2003-02-25,N,11.02,10.95,1.49,8.29,15.27,,0
635,IPCA,2003-02-25,S,10.54,10.32,1.53,,,,0
636,IPCA,2003-02-26,N,11.04,10.95,1.46,8.29,15.27,,0
637,IPCA,2003-02-26,S,10.54,10.34,1.49,,,,0
638,IPCA,2003-02-27,N,11.05,10.95,1.45,8.29,15.27,,0
639,IPCA,2003-02-27,S,10.5,10.3,1.49,,,,0
640,IPCA,2003-02-28,N,11.07,10.95,1.44,8.29,15.27,,0
641,IPCA,2003-02-28,S,10.48,10.33,1.49,,,,0
642,IPCA,2003-03-05,N,11.13,11.01,1.39,8.29,15.27,,0
643,IPCA,2003-03-05,S,10.35,10.14,1.46,,,,0
644,IPCA,2003-03-06,N,11.2,11.01,1.38,8.29,15.27,,0
645,IPCA,2003-03-06,S,10.38,10.1,1.44,,,,0
646,IPCA,2003-03-07,N,11.21,11.01,1.38,8.29,15.27,,0
647,IPCA,2003-03-07,S,10.35,10.07,1.45,,,,0
648,IPCA,2003-03-10,N,11.22,11.01,1.36,8.29,15.27,,0
649,IPCA,2003-03-10,S,10.26,9.96,1.44,,,,0
650,IPCA,2003-03-11,N,11.24,11.01,1.36,8.29,15.27,,0
651,IPCA,2003-03-11,S,10.21,9.93,1.44,,,,0
652,IPCA,2003-03-12,N,11.27,11.01,1.33,8.29,15.27,,0
653,IPCA,2003-03-12,S,10.18,9.89,1.43,,,,0
654,IPCA,2003-03-13,N,11.18,10.91,1.3,8.29,15.27,,0
655,IPCA,2003-03-13,S,10.06,9.83,1.41,,,,0
656,IPCA,2003-03-14,N,9.99,9.85,1.38,6.91,14.37,,0
657,IPCA,2003-03-14,S,9.95,9.81,1.43,,,,0
658,IPCA,2003-03-17,N,9.94,9.8,1.36,6.91,14.37,,0
659,IPCA,2003-03-17,S,9.88,9.72,1.4,,,,0
660,IPCA,2003-03-18,N,9.88,9.72,1.35,6.91,14.37,,0
661,IPCA,2003-03-18,S,9.84,9.65,1.41,,,,0
662,IPCA,2003-03-19,N,9.83,9.71,1.37,6.91,14.37,,0
663,IPCA,2003-03-19,S,9.77,9.49,1.43,,,,0
664,IPCA,2003-03-20,N,9.82,9.7,1.38,6.91,14.37,,0
665,IPCA,2003-03-20,S,9.75,9.57,1.45,,,,0
666,IPCA,2003-03-21,N,9.85,9.62,1.39,6.99,14.37,,0
667,IPCA,2003-03-21,S,9.77,9.4,1.44,,,,0
668,IPCA,2003-03-24,N,9.85,9.5,1.39,6.99,14.37,,0
669,IPCA,2003-03-24,S,9.72,9.32,1.46,,,,0
670,IPCA,2003-03-25,N,9.9,9.62,1.35,6.99,14.37,,0
671,IPCA,2003-03-25,S,9.75,9.4,1.43,,,,0
672,IPCA,2003-03-26,N,9.92,9.62,1.34,6.99,14.37,,0
673,IPCA,2003-03-26,S,9.74,9.39,1.43,,,,0
674,IPCA,2003-03-27,N,9.91,9.58,1.34,6.99,14.37,,0
675,IPCA,2003-03-27,S,9.71,9.29,1.43,,,,0
676,IPCA,2003-03-28,N,9.92,9.64,1.33,6.99,14.37,,0
677,IPCA,2003-03-28,S,9.7,9.36,1.42,,,,0
678,IPCA,2003-03-31,N,9.9,9.58,1.34,6.96,14.37,,0
679,IPCA,2003-03-31,S,9.63,9.3,1.43,,,,0
680,IPCA,2003-04-01,N,9.9,9.58,1.34,6.96,14.37,,0
681,IPCA,2003-04-01,S,9.61,9.29,1.43,,,,0
682,IPCA,2003-04-02,N,9.9,9.7,1.33,6.96,14.37,,0
683,IPCA,2003-04-02,S,9.59,9.28,1.41,,,,0
684,IPCA,2003-04-03,N,9.87,9.58,1.33,6.96,14.37,,0
685,IPCA,2003-04-03,S,9.55,9.23,1.41,,,,0
686,IPCA,2003-04-04,N,9.86,9.57,1.31,6.98,14.37,,0
687,IPCA,2003-04-04,S,9.52,9.17,1.4,,,,0
688,IPCA,2003-04-07,N,9.79,9.39,1.32,6.98,14.37,,0
689,IPCA,2003-04-07,S,9.38,9.09,1.38,,,,0
690,IPCA,2003-04-08,N,9.8,9.39,1.33,6.98,14.37,,0
691,IPCA,2003-04-08,S,9.36,9.07,1.38,,,,0
692,IPCA,2003-04-09,N,9.76,9.39,1.31,6.98,14.37,,0
693,IPCA,2003-04-09,S,9.31,9.05,1.36,,,,0
694,IPCA,2003-04-10,N,9.33,9.05,1.35,6.4,13.66,,0
695,IPCA,2003-04-10,S,9.19,9.05,1.22,,,,0
696,IPCA,2003-04-11,N,9.33,9.11,1.37,6.16,13.66,,0
697,IPCA,2003-04-11,S,9.15,9.04,1.23,,,,0
698,IPCA,2003-04-14,N,9.32,9.09,1.35,6.16,13.66,,0
699,IPCA,2003-04-14,S,9.14,9.03,1.21,,,,0
700,IPCA,2003-04-15,N,9.28,9.05,1.35,6.16,13.66,,0
701,IPCA,2003-04-15,S,9.08,8.99,1.2,,,,0
702,IPCA,2003-04-16,N,9.31,9.05,1.35,6.16,13.66,,0
703,IPCA,2003-04-16,S,9.08,8.98,1.2,,,,0
704,IPCA,2003-04-17,N,9.35,9.06,1.36,6.16,13.66,,0
705,IPCA,2003-04-17,S,9.11,8.97,1.22,,,,0
706,IPCA,2003-04-22,N,9.34,9.06,1.33,6.16,13.66,,0
707,IPCA,2003-04-22,S,9.01,8.92,1.14,,,,0
708,IPCA,2003-04-23,N,9.3,9.05,1.28,6.16,13.66,,0
709,IPCA,2003-04-23,S,8.95,8.81,1.11,,,,0
710,IPCA,2003-04-24,N,9.24,9.01,1.15,6.16,12.48,,0
711,IPCA,2003-04-24,S,8.96,8.74,1.13,,,,0
712,IPCA,2003-04-25,N,9.25,9.03,1.11,6.16,12.48,,0
713,IPCA,2003-04-25,S,8.97,8.75,1.1,,,,0
714,IPCA,2003-04-28,N,9.28,9.05,1.05,7.15,12.48,,0
715,IPCA,2003-04-28,S,8.96,8.76,1.03,,,,0
716,IPCA,2003-04-29,N,9.25,9.03,1.04,7.15,12.48,,0
717,IPCA,2003-04-29,S,8.91,8.67,1.02,,,,0
718,IPCA,2003-04-30,N,9.18,8.88,1.04,7.15,12.48,,0
719,IPCA,2003-04-30,S,8.82,8.52,1.01,,,,0
720,IPCA,2003-05-02,N,9.13,8.87,1.11,6.43,12.48,,0
721,IPCA,2003-05-02,S,8.73,8.49,1.1,,,,0
722,IPCA,2003-05-05,N,9.14,8.85,1.12,6.43,12.48,,0
723,IPCA,2003-05-05,S,8.7,8.44,1.12,,,,0
724,IPCA,2003-05-06,N,9.06,8.84,1.1,6.43,12.48,,0
725,IPCA,2003-05-06,S,8.6,8.43,1.08,,,,0
726,IPCA,2003-05-07,N,9.05,8.84,1.1,6.43,12.48,,0
727,IPCA,2003-05-07,S,8.58,8.42,1.08,,,,0
728,IPCA,2003-05-08,N,9.01,8.83,1.12,6.43,12.48,,0
729,IPCA,2003-05-08,S,8.54,8.41,1.1,,,,0
730,IPCA,2003-05-09,N,8.98,8.8,1.14,6.43,12.48,,0
731,IPCA,2003-05-09,S,8.5,8.3,1.1,,,,0
732,IPCA,2003-05-12,N,8.92,8.77,1.17,6.43,12.48,,0
733,IPCA,2003-05-12,S,8.39,8.22,1.16,,,,0
734,IPCA,2003-05-13,N,8.33,8.2,1.19,5.8,11.87,,0
735,IPCA,2003-05-13,S,8.34,8.14,1.25,,,,0
736,IPCA,2003-05-14,N,8.36,8.24,1.16,5.8,11.87,,0
737,IPCA,2003-05-14,S,8.36,8.26,1.21,,,,0
738,IPCA,2003-05-15,N,8.32,8.24,1.18,5.43,11.87,,0
739,IPCA,2003-05-15,S,8.32,8.23,1.23,,,,0
740,IPCA,2003-05-16,N,8.32,8.3,1.2,5.43,11.87,,0
741,IPCA,2003-05-16,S,8.36,8.36,1.24,,,,0
742,IPCA,2003-05-19,N,8.33,8.3,1.19,5.43,11.87,,0
743,IPCA,2003-05-19,S,8.35,8.34,1.22,,,,0
744,IPCA,2003-05-20,N,8.26,8.27,1.18,5.43,11.87,,0
745,IPCA,2003-05-20,S,8.29,8.34,1.21,,,,0
746,IPCA,2003-05-21,N,8.25,8.25,1.16,5.43,11.77,,0
747,IPCA,2003-05-21,S,8.28,8.32,1.19,,,,0
748,IPCA,2003-05-22,N,8.21,8.19,1.11,5.43,11.77,,0
749,IPCA,2003-05-22,S,8.23,8.27,1.15,,,,0
750,IPCA,2003-05-23,N,8.22,8.22,1.09,5.8,11.77,,0
751,IPCA,2003-05-23,S,8.23,8.26,1.12,,,,0
752,IPCA,2003-05-26,N,8.21,8.11,1.08,5.8,11.77,,0
753,IPCA,2003-05-26,S,8.22,8.13,1.12,,,,0
754,IPCA,2003-05-27,N,8.2,8.11,1.08,5.8,11.77,,0
755,IPCA,2003-05-27,S,8.2,8.13,1.12,,,,0
756,IPCA,2003-05-28,N,8.22,8.13,1.09,5.8,11.77,,0
757,IPCA,2003-05-28,S,8.22,8.17,1.13,,,,0
758,IPCA,2003-05-29,N,8.23,8.14,1.07,5.8,11.77,,0
759,IPCA,2003-05-29,S,8.22,8.13,1.11,,,,0
760,IPCA,2003-05-30,N,8.23,8.22,1.06,5.8,11.77,,0
761,IPCA,2003-05-30,S,8.22,8.18,1.1,,,,0
762,IPCA,2003-06-02,N,8.19,8.07,1.08,5.69,11.77,,0
763,IPCA,2003-06-02,S,8.2,8.13,1.12,,,,0
764,IPCA,2003-06-03,N,8.18,8.07,1.07,5.69,11.77,,0
765,IPCA,2003-06-03,S,8.17,8.11,1.11,,,,0
766,IPCA,2003-06-04,N,8.12,8.06,1.19,3.9,11.77,,0
767,IPCA,2003-06-04,S,8.12,8.11,1.24,,,,0
768,IPCA,2003-06-05,N,8.14,8.06,1.13,4.63,11.77,,0
769,IPCA,2003-06-05,S,8.14,8.1,1.17,,,,0
770,IPCA,2003-06-06,N,8.14,8.09,1.14,4.63,11.77,,0
771,IPCA,2003-06-06,S,8.13,8.11,1.17,,,,0
